phenotype,value_metric,feature,contrast,estimate,SE,df,t.ratio,p.value
high-salinity,corrected_fc,auc_early,7-41,-0.3408084801321931,NA,NA,NA,0.9999999946081961
high-salinity,corrected_fc,auc_early,43-42,-1.517712993888721,NA,NA,NA,0.08089330836521536
high-salinity,corrected_fc,auc_early,5-42,-0.42904487142607595,NA,NA,NA,0.9999995817949945
high-salinity,corrected_fc,auc_early,6-42,-1.2920438707523112,NA,NA,NA,0.34819469717527074
high-salinity,corrected_fc,auc_early,7-42,-1.1452948639697653,NA,NA,NA,0.6464992622833383
high-salinity,corrected_fc,auc_early,5-43,1.088668122462645,NA,NA,NA,0.6303271406818304
high-salinity,corrected_fc,auc_early,6-43,0.22566912313640985,NA,NA,NA,0.9999999999987648
high-salinity,corrected_fc,auc_early,7-43,0.37241812991895573,NA,NA,NA,0.9999999495863172
high-salinity,corrected_fc,auc_early,6-5,-0.8629989993262352,NA,NA,NA,0.9500504235611038
high-salinity,corrected_fc,auc_early,7-5,-0.7162499925436894,NA,NA,NA,0.9960942481284099
high-salinity,corrected_fc,auc_early,7-6,0.14674900678254588,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,14-12,3.4133318461449234,NA,NA,NA,3.261665036724537e-6
high-salinity,corrected_fc,final_delta,15-12,0.7078052050669812,NA,NA,NA,0.9999787873465055
high-salinity,corrected_fc,final_delta,16-12,3.272359510346706,NA,NA,NA,4.050382616183068e-5
high-salinity,corrected_fc,final_delta,19-12,1.6961935768619423,NA,NA,NA,0.39834911212489654
high-salinity,corrected_fc,final_delta,2-12,0.5488629070138393,NA,NA,NA,0.9999998153667851
high-salinity,corrected_fc,final_delta,20-12,1.7678527256311725,NA,NA,NA,0.3748832264276005
high-salinity,corrected_fc,final_delta,21-12,2.3843984027990555,NA,NA,NA,0.015496312814079594
high-salinity,corrected_fc,final_delta,24-12,2.085079976832132,NA,NA,NA,0.09477344566783097
high-salinity,corrected_fc,final_delta,25-12,1.998502741500709,NA,NA,NA,0.11880243442202287
high-salinity,corrected_fc,final_delta,26-12,2.1322006032999834,NA,NA,NA,0.07480414008086178
high-salinity,corrected_fc,final_delta,31-12,1.3612960551943996,NA,NA,NA,0.8494995796906246
high-salinity,corrected_fc,final_delta,32-12,2.5899581039987964,NA,NA,NA,0.005696086457799399
high-salinity,corrected_fc,final_delta,33-12,1.3687697339604377,NA,NA,NA,0.8036655459400541
high-salinity,corrected_fc,final_delta,34-12,0.5795309485397313,NA,NA,NA,0.9999998132701327
high-salinity,corrected_fc,final_delta,36-12,2.0116274164872285,NA,NA,NA,0.12222416066534181
high-salinity,corrected_fc,final_delta,37-12,1.1761013309837813,NA,NA,NA,0.9496235799577799
high-salinity,corrected_fc,final_delta,38-12,1.424039655688036,NA,NA,NA,0.7871961074714589
high-salinity,corrected_fc,final_delta,39-12,1.1238820441516535,NA,NA,NA,0.9805836072980785
high-salinity,corrected_fc,final_delta,41-12,1.6460925619205216,NA,NA,NA,0.4841086676057833
high-salinity,corrected_fc,final_delta,42-12,1.4202621387162337,NA,NA,NA,0.8231597367454078
high-salinity,corrected_fc,final_delta,43-12,0.18993237578742006,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,5-12,2.477265037056293,NA,NA,NA,0.010013116279238954
high-salinity,corrected_fc,final_delta,6-12,0.6318174630818874,NA,NA,NA,0.9999974982839424
high-salinity,corrected_fc,final_delta,7-12,1.354058848778187,NA,NA,NA,0.8682507057683337
high-salinity,corrected_fc,final_delta,15-14,-2.705526641077942,NA,NA,NA,0.001711210874081992
high-salinity,corrected_fc,final_delta,16-14,-0.14097233579821733,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,19-14,-1.717138269282981,NA,NA,NA,0.3723493782170153
high-salinity,corrected_fc,final_delta,2-14,-2.864468939131084,NA,NA,NA,4.08915614994676e-4
high-salinity,corrected_fc,final_delta,20-14,-1.645479120513751,NA,NA,NA,0.5303167068862651
high-salinity,corrected_fc,final_delta,21-14,-1.028933443345868,NA,NA,NA,0.991718064921559
high-salinity,corrected_fc,final_delta,24-14,-1.3282518693127914,NA,NA,NA,0.8775238826486995
high-salinity,corrected_fc,final_delta,25-14,-1.4148291046442143,NA,NA,NA,0.7664040006062767
high-salinity,corrected_fc,final_delta,26-14,-1.28113124284494,NA,NA,NA,0.9114811656655144
high-salinity,corrected_fc,final_delta,31-14,-2.052035790950524,NA,NA,NA,0.11121130521885769
high-salinity,corrected_fc,final_delta,32-14,-0.8233737421461269,NA,NA,NA,0.9997904722755775
high-salinity,corrected_fc,final_delta,33-14,-2.0445621121844857,NA,NA,NA,0.08632021447803928
high-salinity,corrected_fc,final_delta,34-14,-2.833800897605192,NA,NA,NA,0.0016429173268195374
high-salinity,corrected_fc,final_delta,36-14,-1.4017044296576948,NA,NA,NA,0.7958947117707573
high-salinity,corrected_fc,final_delta,37-14,-2.237230515161142,NA,NA,NA,0.029444986355878555
high-salinity,corrected_fc,final_delta,38-14,-1.9892921904568874,NA,NA,NA,0.1485735125033043
high-salinity,corrected_fc,final_delta,39-14,-2.28944980199327,NA,NA,NA,0.0364574394163526
high-salinity,corrected_fc,final_delta,41-14,-1.7672392842244018,NA,NA,NA,0.3326574731415637
high-salinity,corrected_fc,final_delta,42-14,-1.9930697074286896,NA,NA,NA,0.17675164574571856
high-salinity,corrected_fc,final_delta,43-14,-3.2233994703575033,NA,NA,NA,1.4598849164881855e-5
high-salinity,corrected_fc,final_delta,5-14,-0.9360668090886302,NA,NA,NA,0.9980995345186291
high-salinity,corrected_fc,final_delta,6-14,-2.781514383063036,NA,NA,NA,9.668024696092292e-4
high-salinity,corrected_fc,final_delta,7-14,-2.0592729973667363,NA,NA,NA,0.11920975191361682
high-salinity,corrected_fc,final_delta,16-15,2.564554305279725,NA,NA,NA,0.009421044553428293
high-salinity,corrected_fc,final_delta,19-15,0.9883883717949611,NA,NA,NA,0.9951955541740889
high-salinity,corrected_fc,final_delta,2-15,-0.15894229805314186,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,20-15,1.0600475205641913,NA,NA,NA,0.9917143553708772
high-salinity,corrected_fc,final_delta,21-15,1.6765931977320743,NA,NA,NA,0.46439268197492234
high-salinity,corrected_fc,final_delta,24-15,1.3772747717651508,NA,NA,NA,0.8464049990350228
high-salinity,corrected_fc,final_delta,25-15,1.2906975364337279,NA,NA,NA,0.896041320027835
high-salinity,corrected_fc,final_delta,26-15,1.4243953982330022,NA,NA,NA,0.8006436289746213
high-salinity,corrected_fc,final_delta,31-15,0.6534908501274184,NA,NA,NA,0.9999966927443261
high-salinity,corrected_fc,final_delta,32-15,1.8821528989318153,NA,NA,NA,0.26815500710882023
high-salinity,corrected_fc,final_delta,33-15,0.6609645288934565,NA,NA,NA,0.9999929904323472
high-salinity,corrected_fc,final_delta,34-15,-0.12827425652724989,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,36-15,1.3038222114202473,NA,NA,NA,0.8953177978161109
high-salinity,corrected_fc,final_delta,37-15,0.46829612591680014,NA,NA,NA,0.9999999933465531
high-salinity,corrected_fc,final_delta,38-15,0.7162344506210547,NA,NA,NA,0.9999814783820855
high-salinity,corrected_fc,final_delta,39-15,0.4160768390846723,NA,NA,NA,0.9999999997775266
high-salinity,corrected_fc,final_delta,41-15,0.9382873568535404,NA,NA,NA,0.9980096688631952
high-salinity,corrected_fc,final_delta,42-15,0.7124569336492526,NA,NA,NA,0.9999887504761491
high-salinity,corrected_fc,final_delta,43-15,-0.5178728292795611,NA,NA,NA,0.9999999448267041
high-salinity,corrected_fc,final_delta,5-15,1.769459831989312,NA,NA,NA,0.3697408478856683
high-salinity,corrected_fc,final_delta,6-15,-0.07598774198509384,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,7-15,0.6462536437112059,NA,NA,NA,0.9999978224904729
high-salinity,corrected_fc,final_delta,19-16,-1.5761659334847637,NA,NA,NA,0.6449467039365234
high-salinity,corrected_fc,final_delta,2-16,-2.7234966033328667,NA,NA,NA,0.002813594820139542
high-salinity,corrected_fc,final_delta,20-16,-1.5045067847155336,NA,NA,NA,0.7795163666590972
high-salinity,corrected_fc,final_delta,21-16,-0.8879611075476506,NA,NA,NA,0.9994794128778379
high-salinity,corrected_fc,final_delta,24-16,-1.187279533514574,NA,NA,NA,0.9737886700334843
high-salinity,corrected_fc,final_delta,25-16,-1.273856768845997,NA,NA,NA,0.9322362653406538
high-salinity,corrected_fc,final_delta,26-16,-1.1401589070467226,NA,NA,NA,0.9838361717656507
high-salinity,corrected_fc,final_delta,31-16,-1.9110634551523065,NA,NA,NA,0.27791337364322133
high-salinity,corrected_fc,final_delta,32-16,-0.6824014063479096,NA,NA,NA,0.9999965356619991
high-salinity,corrected_fc,final_delta,33-16,-1.9035897763862684,NA,NA,NA,0.23729244954086537
high-salinity,corrected_fc,final_delta,34-16,-2.6928285618069747,NA,NA,NA,0.008285410728819609
high-salinity,corrected_fc,final_delta,36-16,-1.2607320938594775,NA,NA,NA,0.9441147410301849
high-salinity,corrected_fc,final_delta,37-16,-2.0962581793629247,NA,NA,NA,0.10323898661206488
high-salinity,corrected_fc,final_delta,38-16,-1.84831985465867,NA,NA,NA,0.34360520296592645
high-salinity,corrected_fc,final_delta,39-16,-2.1484774661950525,NA,NA,NA,0.11573904635680643
high-salinity,corrected_fc,final_delta,41-16,-1.6262669484261845,NA,NA,NA,0.5986160346023167
high-salinity,corrected_fc,final_delta,42-16,-1.8520973716304723,NA,NA,NA,0.38185478013158003
high-salinity,corrected_fc,final_delta,43-16,-3.082427134559286,NA,NA,NA,1.5695125226233841e-4
high-salinity,corrected_fc,final_delta,5-16,-0.7950944732904128,NA,NA,NA,0.9999307004062601
high-salinity,corrected_fc,final_delta,6-16,-2.6405420472648187,NA,NA,NA,0.005776119516058942
high-salinity,corrected_fc,final_delta,7-16,-1.918300661568519,NA,NA,NA,0.28949204110874693
high-salinity,corrected_fc,final_delta,2-19,-1.147330669848103,NA,NA,NA,0.9649927123429347
high-salinity,corrected_fc,final_delta,20-19,0.07165914876923019,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,21-19,0.6882048259371132,NA,NA,NA,0.9999873524513736
high-salinity,corrected_fc,final_delta,24-19,0.3888863999701897,NA,NA,NA,0.999999999922804
high-salinity,corrected_fc,final_delta,25-19,0.3023091646387668,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,26-19,0.4360070264380411,NA,NA,NA,0.9999999990481845
high-salinity,corrected_fc,final_delta,31-19,-0.3348975216675427,NA,NA,NA,0.9999999999974312
high-salinity,corrected_fc,final_delta,32-19,0.8937645271368542,NA,NA,NA,0.9992047699188004
high-salinity,corrected_fc,final_delta,33-19,-0.3274238429015046,NA,NA,NA,0.9999999999970045
high-salinity,corrected_fc,final_delta,34-19,-1.116662628322211,NA,NA,NA,0.9865658658596884
high-salinity,corrected_fc,final_delta,36-19,0.31543383962528626,NA,NA,NA,0.9999999999993541
high-salinity,corrected_fc,final_delta,37-19,-0.5200922458781609,NA,NA,NA,0.9999999263377208
high-salinity,corrected_fc,final_delta,38-19,-0.27215392117390635,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,39-19,-0.5723115327102888,NA,NA,NA,0.9999997666940672
high-salinity,corrected_fc,final_delta,41-19,-0.05010101494142072,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,42-19,-0.27593143814570853,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,43-19,-1.5062612010745222,NA,NA,NA,0.634155976464785
high-salinity,corrected_fc,final_delta,5-19,0.7810714601943509,NA,NA,NA,0.9998976797474075
high-salinity,corrected_fc,final_delta,6-19,-1.064376113780055,NA,NA,NA,0.9871718398199262
high-salinity,corrected_fc,final_delta,7-19,-0.3421347280837552,NA,NA,NA,0.9999999999966707
high-salinity,corrected_fc,final_delta,20-2,1.2189898186173331,NA,NA,NA,0.951441354794933
high-salinity,corrected_fc,final_delta,21-2,1.8355354957852161,NA,NA,NA,0.25957727673421527
high-salinity,corrected_fc,final_delta,24-2,1.5362170698182926,NA,NA,NA,0.6521398121132651
high-salinity,corrected_fc,final_delta,25-2,1.4496398344868697,NA,NA,NA,0.7248829852445331
high-salinity,corrected_fc,final_delta,26-2,1.583337696286144,NA,NA,NA,0.5899895637738493
high-salinity,corrected_fc,final_delta,31-2,0.8124331481805602,NA,NA,NA,0.9997996830675031
high-salinity,corrected_fc,final_delta,32-2,2.041095196984957,NA,NA,NA,0.12961528864551397
high-salinity,corrected_fc,final_delta,33-2,0.8199068269465983,NA,NA,NA,0.9996251794174353
high-salinity,corrected_fc,final_delta,34-2,0.030668041525891976,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,36-2,1.4627645094733892,NA,NA,NA,0.7257945947502862
high-salinity,corrected_fc,final_delta,37-2,0.627238423969942,NA,NA,NA,0.9999968913651518
high-salinity,corrected_fc,final_delta,38-2,0.8751767486741966,NA,NA,NA,0.9993242084417153
high-salinity,corrected_fc,final_delta,39-2,0.5750191371378142,NA,NA,NA,0.999999743295176
high-salinity,corrected_fc,final_delta,41-2,1.0972296549066822,NA,NA,NA,0.9813214014385158
high-salinity,corrected_fc,final_delta,42-2,0.8713992317023944,NA,NA,NA,0.9995574270350541
high-salinity,corrected_fc,final_delta,43-2,-0.35893053122641927,NA,NA,NA,0.999999999975511
high-salinity,corrected_fc,final_delta,5-2,1.9284021300424539,NA,NA,NA,0.19323845732389788
high-salinity,corrected_fc,final_delta,6-2,0.08295455606804802,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,7-2,0.8051959417643477,NA,NA,NA,0.999856416219431
high-salinity,corrected_fc,final_delta,21-20,0.616545677167883,NA,NA,NA,0.9999991340275698
high-salinity,corrected_fc,final_delta,24-20,0.3172272512009595,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,25-20,0.2306500158695366,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,26-20,0.36434787766881094,NA,NA,NA,0.999999999990739
high-salinity,corrected_fc,final_delta,31-20,-0.4065566704367729,NA,NA,NA,0.9999999998917685
high-salinity,corrected_fc,final_delta,32-20,0.822105378367624,NA,NA,NA,0.9998743494717784
high-salinity,corrected_fc,final_delta,33-20,-0.3990829916707348,NA,NA,NA,0.9999999998696826
high-salinity,corrected_fc,final_delta,34-20,-1.1883217770914412,NA,NA,NA,0.9793971151507288
high-salinity,corrected_fc,final_delta,36-20,0.24377469085605608,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,37-20,-0.5917513946473911,NA,NA,NA,0.9999994582557606
high-salinity,corrected_fc,final_delta,38-20,-0.34381306994313654,NA,NA,NA,0.9999999999975946
high-salinity,corrected_fc,final_delta,39-20,-0.643970681479519,NA,NA,NA,0.9999986134114872
high-salinity,corrected_fc,final_delta,41-20,-0.1217601637106509,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,42-20,-0.3475905869149387,NA,NA,NA,0.9999999999981206
high-salinity,corrected_fc,final_delta,43-20,-1.5779203498437524,NA,NA,NA,0.601880635328879
high-salinity,corrected_fc,final_delta,5-20,0.7094123114251207,NA,NA,NA,0.9999892849898162
high-salinity,corrected_fc,final_delta,6-20,-1.136035262549285,NA,NA,NA,0.9801622658746566
high-salinity,corrected_fc,final_delta,7-20,-0.4137938768529854,NA,NA,NA,0.9999999998721222
high-salinity,corrected_fc,final_delta,24-21,-0.2993184259669235,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,25-21,-0.3858956612983464,NA,NA,NA,0.9999999999186462
high-salinity,corrected_fc,final_delta,26-21,-0.25219779949907206,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,31-21,-1.023102347604656,NA,NA,NA,0.9940728738390703
high-salinity,corrected_fc,final_delta,32-21,0.20555970119974099,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,33-21,-1.0156286688386178,NA,NA,NA,0.9921638406715207
high-salinity,corrected_fc,final_delta,34-21,-1.8048674542593242,NA,NA,NA,0.3989374162736036
high-salinity,corrected_fc,final_delta,36-21,-0.3727709863118269,NA,NA,NA,0.999999999969413
high-salinity,corrected_fc,final_delta,37-21,-1.2082970718152741,NA,NA,NA,0.9398028782951564
high-salinity,corrected_fc,final_delta,38-21,-0.9603587471110195,NA,NA,NA,0.997577059558949
high-salinity,corrected_fc,final_delta,39-21,-1.260516358647402,NA,NA,NA,0.9375049646350166
high-salinity,corrected_fc,final_delta,41-21,-0.7383058408785339,NA,NA,NA,0.9999615598793317
high-salinity,corrected_fc,final_delta,42-21,-0.9641362640828217,NA,NA,NA,0.9981360671219413
high-salinity,corrected_fc,final_delta,43-21,-2.1944660270116354,NA,NA,NA,0.04284279366224797
high-salinity,corrected_fc,final_delta,5-21,0.09286663425723773,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,6-21,-1.752580939717168,NA,NA,NA,0.3690778482048702
high-salinity,corrected_fc,final_delta,7-21,-1.0303395540208684,NA,NA,NA,0.9943464424037753
high-salinity,corrected_fc,final_delta,25-24,-0.08657723533142292,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,26-24,0.04712062646785142,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,31-24,-0.7237839216377324,NA,NA,NA,0.9999812127331674
high-salinity,corrected_fc,final_delta,32-24,0.5048781271666645,NA,NA,NA,0.9999999881701952
high-salinity,corrected_fc,final_delta,33-24,-0.7163102428716943,NA,NA,NA,0.9999743069960765
high-salinity,corrected_fc,final_delta,34-24,-1.5055490282924007,NA,NA,NA,0.7812782577569908
high-salinity,corrected_fc,final_delta,36-24,-0.07345256034490344,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,37-24,-0.9089786458483506,NA,NA,NA,0.9986079447505669
high-salinity,corrected_fc,final_delta,38-24,-0.661040321144096,NA,NA,NA,0.9999965779038446
high-salinity,corrected_fc,final_delta,39-24,-0.9611979326804785,NA,NA,NA,0.9981741074530379
high-salinity,corrected_fc,final_delta,41-24,-0.4389874149116104,NA,NA,NA,0.9999999990955478
high-salinity,corrected_fc,final_delta,42-24,-0.6648178381158982,NA,NA,NA,0.9999974653527451
high-salinity,corrected_fc,final_delta,43-24,-1.895147601044712,NA,NA,NA,0.20707175775228714
high-salinity,corrected_fc,final_delta,5-24,0.3921850602241612,NA,NA,NA,0.9999999999387478
high-salinity,corrected_fc,final_delta,6-24,-1.4532625137502446,NA,NA,NA,0.7695986983739497
high-salinity,corrected_fc,final_delta,7-24,-0.7310211280539449,NA,NA,NA,0.9999813364427456
high-salinity,corrected_fc,final_delta,26-25,0.13369786179927434,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,31-25,-0.6372066863063095,NA,NA,NA,0.9999975741935373
high-salinity,corrected_fc,final_delta,32-25,0.5914553624980874,NA,NA,NA,0.9999995472592516
high-salinity,corrected_fc,final_delta,33-25,-0.6297330075402714,NA,NA,NA,0.9999966448687527
high-salinity,corrected_fc,final_delta,34-25,-1.4189717929609778,NA,NA,NA,0.8403839690673214
high-salinity,corrected_fc,final_delta,36-25,0.01312467498651948,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,37-25,-0.8224014105169277,NA,NA,NA,0.9996061253629687
high-salinity,corrected_fc,final_delta,38-25,-0.5744630858126731,NA,NA,NA,0.9999996875163137
high-salinity,corrected_fc,final_delta,39-25,-0.8746206973490556,NA,NA,NA,0.9994358579163787
high-salinity,corrected_fc,final_delta,41-25,-0.3524101795801875,NA,NA,NA,0.9999999999893788
high-salinity,corrected_fc,final_delta,42-25,-0.5782406027844753,NA,NA,NA,0.9999997717086757
high-salinity,corrected_fc,final_delta,43-25,-1.808570365713289,NA,NA,NA,0.25282685832305674
high-salinity,corrected_fc,final_delta,5-25,0.47876229555558414,NA,NA,NA,0.9999999928806251
high-salinity,corrected_fc,final_delta,6-25,-1.3666852784188217,NA,NA,NA,0.83161637663829
high-salinity,corrected_fc,final_delta,7-25,-0.644443892722522,NA,NA,NA,0.9999975462575512
high-salinity,corrected_fc,final_delta,31-26,-0.7709045481055838,NA,NA,NA,0.9999414980233561
high-salinity,corrected_fc,final_delta,32-26,0.45775750069881305,NA,NA,NA,0.999999998547186
high-salinity,corrected_fc,final_delta,33-26,-0.7634308693395457,NA,NA,NA,0.9999200391479142
high-salinity,corrected_fc,final_delta,34-26,-1.552669654760252,NA,NA,NA,0.7298554597305027
high-salinity,corrected_fc,final_delta,36-26,-0.12057318681275486,NA,NA,NA,1
high-salinity,corrected_fc,final_delta,37-26,-0.9560992723162021,NA,NA,NA,0.9970573437842314
high-salinity,corrected_fc,final_delta,38-26,-0.7081609476119475,NA,NA,NA,0.9999874393492675
high-salinity,corrected_fc,final_delta,39-26,-1.00831855914833,NA,NA,NA,0.9963353770993856
high-salinity,corrected_fc,final_delta,41-26,-0.48610804137946184,NA,NA,NA,0.9999999919004956
high-salinity,corrected_fc,final_delta,42-26,-0.7119384645837497,NA,NA,NA,0.9999906708833146
high-salinity,corrected_fc,final_delta,43-26,-1.9422682275125633,NA,NA,NA,0.16960001604489938
high-salinity,corrected_fc,final_delta,5-26,0.3450644337563098,NA,NA,NA,0.9999999999966436
